---Publications---

[
{ id : 372, company : 'Samsung', value : { symbol :=', value :84.170049}, variation : { symbol :<= , value :23.133030}, date : 25.2.2020}
{ id : 390, company : 'Nvidia', value : { symbol :>=', value :64.763329}, variation : { symbol :<= , value :30.335398}, date : 9.11.2040}
{ id : 391, company : 'Siemens', value : { symbol :<=', value :2.603229}, variation : { symbol :<= , value :14.035463}, date : 8.2.2002}
{ id : 392, company : 'SAP', value : { symbol :>', value :81.066317}, variation : { symbol :> , value :13.229774}, date : 9.1.2044}
{ id : 393, company : 'Facebook', value : { symbol :=', value :37.235633}, variation : { symbol :>= , value :60.884426}, date : 11.3.2043}
{ id : 394, company : 'AOL', value : { symbol :>=', value :94.906461}, variation : { symbol :<= , value :45.319987}, date : 30.11.2046}
{ id : 395, company : 'Samsung', value : { symbol :>=', value :59.486679}, variation : { symbol :<= , value :64.525285}, date : 29.10.2046}
{ id : 396, company : 'Asus', value : { symbol :<=', value :0.448622}, variation : { symbol := , value :67.928098}, date : 26.5.2000}
{ id : 397, company : 'Sharp', value : { symbol :<=', value :21.237831}, variation : { symbol :<= , value :85.711234}, date : 27.12.2028}
{ id : 398, company : 'Zara', value : { symbol :<=', value :16.681417}, variation : { symbol :>= , value :45.606861}, date : 18.7.2029}
{ id : 399, company : 'Cosmote', value : { symbol :=', value :17.935728}, variation : { symbol := , value :77.187414}, date : 1.1.2000}
{ id : 400, company : 'Acer', value : { symbol :>', value :24.887844}, variation : { symbol :>= , value :3.665273}, date : 26.8.2021}
{ id : 401, company : 'Nvidia', value : { symbol :>=', value :26.084170}, variation : { symbol :> , value :21.189001}, date : 16.3.2023}
{ id : 402, company : 'Electionics Arts', value : { symbol :>', value :6.152532}, variation : { symbol := , value :65.645314}, date : 22.8.2043}
{ id : 403, company : 'Samsung', value : { symbol :>', value :40.726951}, variation : { symbol :> , value :66.945402}, date : 24.3.2007}
{ id : 404, company : 'Nvidia', value : { symbol :>', value :78.868984}, variation : { symbol :>= , value :90.832240}, date : 15.5.2044}
{ id : 405, company : 'Ubisoft', value : { symbol :=', value :12.979522}, variation : { symbol := , value :68.172246}, date : 21.5.2027}
{ id : 406, company : 'Nvidia', value : { symbol :=', value :36.234626}, variation : { symbol :> , value :11.755730}, date : 3.10.2009}
{ id : 407, company : 'Amazon', value : { symbol :>', value :87.502670}, variation : { symbol :<= , value :20.584735}, date : 19.11.2024}
{ id : 408, company : 'Samsung', value : { symbol :>=', value :83.754997}, variation : { symbol :> , value :71.687979}, date : 3.10.2025}
{ id : 409, company : 'AMD', value : { symbol :=', value :40.009766}, variation : { symbol :<= , value :99.392682}, date : 25.1.2011}
{ id : 410, company : 'Zeiss', value : { symbol :>', value :76.732688}, variation : { symbol := , value :62.138737}, date : 22.8.2023}
{ id : 411, company : 'Siemens', value : { symbol :>', value :14.774010}, variation : { symbol :>= , value :96.783349}, date : 4.5.2031}
{ id : 412, company : 'Ferrari', value : { symbol :=', value :57.780694}, variation : { symbol :>= , value :60.368664}, date : 4.11.2045}
{ id : 413, company : 'Microsoft', value : { symbol :>', value :62.126530}, variation : { symbol :<= , value :59.447005}, date : 17.12.2013}
{ id : 414, company : 'VW', value : { symbol :>=', value :94.320505}, variation : { symbol :>= , value :66.869106}, date : 17.3.2046}
{ id : 415, company : 'Bing', value : { symbol :<=', value :75.942259}, variation : { symbol :> , value :26.068911}, date : 1.2.2027}
{ id : 416, company : 'SwissArmy', value : { symbol :<=', value :16.061892}, variation : { symbol :<= , value :42.881558}, date : 9.9.2001}
{ id : 417, company : 'HP', value : { symbol :=', value :31.159398}, variation : { symbol := , value :64.821314}, date : 24.9.2044}
{ id : 418, company : 'Sharp', value : { symbol :>', value :52.543718}, variation : { symbol :<= , value :47.889645}, date : 29.2.2012}
{ id : 419, company : 'Mercedes', value : { symbol :>', value :21.271401}, variation : { symbol :>= , value :10.867641}, date : 8.2.2034}
{ id : 420, company : 'Microsoft', value : { symbol :<=', value :70.586261}, variation : { symbol :>= , value :77.120273}, date : 12.12.2013}
{ id : 421, company : 'Microsoft', value : { symbol :>=', value :95.822016}, variation : { symbol :> , value :3.869747}, date : 12.5.2033}
{ id : 422, company : 'Ferrari', value : { symbol :>', value :11.828974}, variation : { symbol :>= , value :99.032563}, date : 5.2.2027}
{ id : 423, company : 'Zara', value : { symbol :>=', value :97.909482}, variation : { symbol :>= , value :25.473800}, date : 24.4.2041}
{ id : 424, company : 'Nvidia', value : { symbol :>', value :30.213324}, variation : { symbol :<= , value :92.837306}, date : 11.3.2020}
{ id : 425, company : 'AOL', value : { symbol :=', value :1.687674}, variation : { symbol :<= , value :36.820582}, date : 18.4.2031}
{ id : 426, company : 'Amazon', value : { symbol :>=', value :29.480880}, variation : { symbol := , value :85.985900}, date : 26.11.2013}
{ id : 427, company : 'Bing', value : { symbol :<=', value :49.870296}, variation : { symbol := , value :16.046632}, date : 28.9.2008}
{ id : 428, company : 'Siemens', value : { symbol :=', value :0.680563}, variation : { symbol := , value :91.671499}, date : 10.11.2031}
{ id : 429, company : 'Facebook', value : { symbol :>', value :91.219825}, variation : { symbol :>= , value :95.779290}, date : 19.1.2010}
{ id : 430, company : 'Sharp', value : { symbol :>', value :59.669790}, variation : { symbol :> , value :46.330149}, date : 19.8.2016}
{ id : 431, company : 'Amazon', value : { symbol :>=', value :18.048647}, variation : { symbol :>= , value :0.631733}, date : 27.5.2018}
{ id : 432, company : 'Nvidia', value : { symbol :=', value :84.606464}, variation : { symbol :<= , value :47.135838}, date : 18.7.2027}
{ id : 433, company : 'Nokia', value : { symbol :>', value :3.738517}, variation : { symbol :>= , value :84.722434}, date : 28.5.2011}
{ id : 434, company : 'Intel', value : { symbol :=', value :53.447066}, variation : { symbol := , value :89.510788}, date : 12.5.2000}
{ id : 435, company : 'Nvidia', value : { symbol :>', value :40.217292}, variation : { symbol :> , value :69.148839}, date : 10.3.2022}
{ id : 436, company : 'Bing', value : { symbol :>', value :81.466109}, variation : { symbol :> , value :4.611347}, date : 16.12.2006}
{ id : 437, company : 'Asus', value : { symbol :=', value :75.463118}, variation : { symbol :>= , value :79.506821}, date : 3.11.2045}
{ id : 438, company : 'VW', value : { symbol :>', value :58.735923}, variation : { symbol :<= , value :96.850490}, date : 4.7.2002}
{ id : 439, company : 'Zeiss', value : { symbol :<=', value :51.014740}, variation : { symbol := , value :83.385723}, date : 27.11.2040}
{ id : 440, company : 'Sharp', value : { symbol :<=', value :87.633900}, variation : { symbol :> , value :81.365398}, date : 24.5.2042}
{ id : 441, company : 'AOL', value : { symbol :<=', value :39.463485}, variation : { symbol :<= , value :27.860347}, date : 28.12.2043}
{ id : 442, company : 'Cosmote', value : { symbol :<=', value :20.337535}, variation : { symbol :<= , value :21.546068}, date : 31.2.2028}
{ id : 443, company : 'Blizzard', value : { symbol :=', value :81.960509}, variation : { symbol := , value :77.010407}, date : 10.6.2016}
{ id : 444, company : 'Ferrari', value : { symbol :<=', value :96.340831}, variation : { symbol := , value :66.527299}, date : 2.3.2023}
{ id : 445, company : 'Cosmote', value : { symbol :=', value :25.702689}, variation : { symbol := , value :49.391156}, date : 7.11.2008}
{ id : 446, company : 'Cosmote', value : { symbol :>=', value :79.927976}, variation : { symbol :<= , value :88.677633}, date : 11.9.2001}
{ id : 447, company : 'VW', value : { symbol :=', value :61.449019}, variation : { symbol :> , value :55.561998}, date : 23.12.2011}
{ id : 448, company : 'Samsung', value : { symbol :=', value :97.698904}, variation : { symbol :>= , value :21.109653}, date : 10.2.2010}
{ id : 449, company : 'Allview', value : { symbol :>', value :61.009552}, variation : { symbol :<= , value :35.575426}, date : 5.1.2013}
{ id : 450, company : 'Amazon', value : { symbol :<=', value :76.052126}, variation : { symbol :> , value :95.187231}, date : 21.9.2021}
{ id : 451, company : 'Microsoft', value : { symbol :<=', value :14.746544}, variation : { symbol :<= , value :96.465957}, date : 6.12.2008}
{ id : 452, company : 'AOL', value : { symbol :>=', value :78.695029}, variation : { symbol :<= , value :78.002258}, date : 17.1.2037}
{ id : 453, company : 'Electionics Arts', value : { symbol :>', value :69.087802}, variation : { symbol :>= , value :49.766533}, date : 29.6.2000}
{ id : 454, company : 'HP', value : { symbol :=', value :44.138920}, variation : { symbol :>= , value :9.897153}, date : 17.5.2002}
{ id : 455, company : 'Bing', value : { symbol :>=', value :64.003418}, variation : { symbol :> , value :49.006623}, date : 1.11.2011}
{ id : 456, company : 'Acer', value : { symbol :>', value :23.197119}, variation : { symbol :>= , value :41.959899}, date : 30.12.2003}
{ id : 457, company : 'Intel', value : { symbol :=', value :70.522172}, variation : { symbol :> , value :27.198096}, date : 27.9.2034}
{ id : 458, company : 'Allview', value : { symbol :<=', value :16.486099}, variation : { symbol :> , value :73.512986}, date : 26.10.2032}
{ id : 459, company : 'Zeiss', value : { symbol :=', value :28.229621}, variation : { symbol := , value :34.351634}, date : 21.12.2042}
{ id : 460, company : 'Acer', value : { symbol :>', value :11.935789}, variation : { symbol := , value :89.623707}, date : 31.1.2033}
{ id : 461, company : 'SwissArmy', value : { symbol :<=', value :82.769250}, variation : { symbol :> , value :74.974822}, date : 17.6.2046}
{ id : 462, company : 'Intel', value : { symbol :<=', value :22.272408}, variation : { symbol := , value :98.602252}, date : 13.4.2017}
{ id : 463, company : 'Microsoft', value : { symbol :=', value :23.325297}, variation : { symbol := , value :45.548875}, date : 23.12.2045}
{ id : 464, company : 'Zara', value : { symbol :<=', value :22.528764}, variation : { symbol := , value :69.499802}, date : 4.9.2016}
{ id : 465, company : 'AMD', value : { symbol :=', value :20.151372}, variation : { symbol :>= , value :72.069460}, date : 19.6.2040}
{ id : 466, company : 'AMD', value : { symbol :=', value :87.545396}, variation : { symbol := , value :69.612720}, date : 14.6.2037}
{ id : 467, company : 'Yahoo', value : { symbol :>', value :62.056337}, variation : { symbol := , value :47.511216}, date : 31.6.2033}
{ id : 468, company : 'Intel', value : { symbol :>', value :29.462569}, variation : { symbol :<= , value :1.974548}, date : 2.11.2017}
{ id : 469, company : 'Telekom', value : { symbol :>', value :93.890194}, variation : { symbol := , value :69.344157}, date : 31.1.2040}
{ id : 470, company : 'Acer', value : { symbol :>=', value :35.227515}, variation : { symbol := , value :42.869350}, date : 6.5.2038}
{ id : 471, company : 'Facebook', value : { symbol :=', value :54.063540}, variation : { symbol :> , value :77.028718}, date : 12.7.2042}
{ id : 472, company : 'Electionics Arts', value : { symbol :>', value :4.092532}, variation : { symbol :> , value :79.311502}, date : 20.1.2019}
{ id : 473, company : 'Ubisoft', value : { symbol :>', value :12.048708}, variation : { symbol :>= , value :89.522996}, date : 19.6.2042}
{ id : 474, company : 'Allview', value : { symbol :>=', value :85.122227}, variation : { symbol :>= , value :46.568194}, date : 31.8.2038}
{ id : 475, company : 'Blizzard', value : { symbol :<=', value :5.868709}, variation : { symbol :<= , value :42.768639}, date : 31.11.2024}
{ id : 476, company : 'Samsung', value : { symbol :>=', value :14.667196}, variation : { symbol :>= , value :65.645314}, date : 25.11.2024}
{ id : 477, company : 'VW', value : { symbol :=', value :79.601428}, variation : { symbol :>= , value :27.210303}, date : 21.10.2009}
{ id : 478, company : 'Microsoft', value : { symbol :>=', value :53.898740}, variation : { symbol :<= , value :80.788598}, date : 16.7.2026}
{ id : 479, company : 'SAP', value : { symbol :=', value :20.868557}, variation : { symbol :> , value :25.278481}, date : 31.1.2006}
{ id : 480, company : 'Ferrari', value : { symbol :>', value :26.288644}, variation : { symbol :> , value :96.987823}, date : 23.2.2007}
{ id : 481, company : 'Asus', value : { symbol :>=', value :98.364208}, variation : { symbol :> , value :48.893704}, date : 15.9.2027}
{ id : 482, company : 'Amazon', value : { symbol :=', value :55.113376}, variation : { symbol :<= , value :17.468795}, date : 13.8.2011}
{ id : 483, company : 'Bing', value : { symbol :>', value :99.325541}, variation : { symbol := , value :76.970733}, date : 27.6.2033}
{ id : 484, company : 'Ubisoft', value : { symbol :=', value :0.952177}, variation : { symbol :<= , value :81.218909}, date : 24.2.2011}
{ id : 485, company : 'Samsung', value : { symbol :=', value :67.049165}, variation : { symbol :>= , value :92.919706}, date : 15.2.2000}
{ id : 486, company : 'Microsoft', value : { symbol :<=', value :99.191259}, variation : { symbol :> , value :0.442518}, date : 19.5.2022}
{ id : 487, company : 'Electionics Arts', value : { symbol :>', value :38.386181}, variation : { symbol := , value :22.135075}, date : 3.5.2020}
{ id : 488, company : 'Cosmote', value : { symbol :>', value :97.515793}, variation : { symbol := , value :98.104801}, date : 10.6.2001}
{ id : 489, company : 'Cosmote', value : { symbol :=', value :81.240272}, variation : { symbol :<= , value :69.518113}, date : 10.5.2005}
{ id : 490, company : 'Orange', value : { symbol :<=', value :93.426313}, variation : { symbol :>= , value :45.402387}, date : 4.2.2008}
{ id : 491, company : 'Yahoo', value : { symbol :=', value :32.065798}, variation : { symbol :> , value :56.944487}, date : 13.3.2001}
{ id : 492, company : 'AOL', value : { symbol :>=', value :71.715445}, variation : { symbol :<= , value :99.282815}, date : 1.6.2011}
{ id : 493, company : 'Zara', value : { symbol :=', value :33.387249}, variation : { symbol :> , value :60.795923}, date : 24.7.2038}
{ id : 494, company : 'Zeiss', value : { symbol :>', value :41.993469}, variation : { symbol :>= , value :39.921262}, date : 6.4.2040}
{ id : 495, company : 'Siemens', value : { symbol :<=', value :71.263771}, variation : { symbol :>= , value :49.436934}, date : 22.3.2036}
{ id : 496, company : 'Amazon', value : { symbol :>', value :76.168096}, variation : { symbol :> , value :8.255257}, date : 22.4.2047}
{ id : 497, company : 'Allview', value : { symbol :<=', value :12.823878}, variation : { symbol :<= , value :20.731223}, date : 26.8.2014}
{ id : 498, company : 'Facebook', value : { symbol :<=', value :45.948668}, variation : { symbol := , value :43.452254}, date : 4.3.2006}
{ id : 499, company : 'AMD', value : { symbol :>', value :43.745231}, variation : { symbol := , value :39.530625}, date : 30.2.2048}
{ id : 500, company : 'Orange', value : { symbol :>=', value :60.356456}, variation : { symbol :>= , value :20.416883}, date : 7.10.2032}
{ id : 501, company : 'Blizzard', value : { symbol :>=', value :5.758843}, variation : { symbol :>= , value :75.182348}, date : 15.3.2020}
{ id : 502, company : 'Blizzard', value : { symbol :<=', value :3.210547}, variation : { symbol :>= , value :87.313456}, date : 14.2.2019}
{ id : 503, company : 'Nokia', value : { symbol :>', value :34.153264}, variation : { symbol :>= , value :39.017914}, date : 11.12.2034}
{ id : 504, company : 'Cosmote', value : { symbol :<=', value :70.644246}, variation : { symbol :>= , value :3.027436}, date : 23.8.2013}
{ id : 505, company : 'SAP', value : { symbol :<=', value :95.272683}, variation : { symbol :>= , value :21.872616}, date : 2.9.2013}
{ id : 506, company : 'Zara', value : { symbol :=', value :8.581805}, variation : { symbol :> , value :74.703207}, date : 26.5.2007}
{ id : 507, company : 'Electionics Arts', value : { symbol :>', value :24.005860}, variation : { symbol :> , value :31.565294}, date : 6.4.2012}
{ id : 508, company : 'SwissArmy', value : { symbol :>=', value :50.270089}, variation : { symbol := , value :95.220801}, date : 13.3.2006}
{ id : 509, company : 'VW', value : { symbol :=', value :61.317789}, variation : { symbol :<= , value :30.411695}, date : 31.9.2021}
{ id : 510, company : 'Asus', value : { symbol :>=', value :53.740043}, variation : { symbol := , value :80.697043}, date : 4.6.2024}
{ id : 511, company : 'Electionics Arts', value : { symbol :>', value :91.702017}, variation : { symbol :> , value :72.716453}, date : 31.7.2020}
{ id : 512, company : 'Ferrari', value : { symbol :>', value :39.344462}, variation : { symbol :> , value :8.001953}, date : 22.11.2047}
{ id : 513, company : 'LG', value : { symbol :<=', value :80.727561}, variation : { symbol := , value :42.277291}, date : 24.8.2040}
{ id : 514, company : 'Nokia', value : { symbol :>=', value :27.231666}, variation : { symbol :> , value :52.241585}, date : 7.2.2038}
{ id : 515, company : 'Ubisoft', value : { symbol :<=', value :12.503433}, variation : { symbol :>= , value :89.886166}, date : 12.12.2014}
{ id : 516, company : 'SwissArmy', value : { symbol :>=', value :74.858852}, variation : { symbol := , value :24.265267}, date : 5.11.2042}
{ id : 517, company : 'Blizzard', value : { symbol :>=', value :27.204199}, variation : { symbol :>= , value :70.821253}, date : 6.6.2038}
{ id : 518, company : 'Sharp', value : { symbol :>=', value :14.481033}, variation : { symbol :> , value :8.160649}, date : 12.8.2043}
{ id : 519, company : 'Blizzard', value : { symbol :>', value :58.555864}, variation : { symbol :<= , value :82.363353}, date : 6.3.2023}
{ id : 520, company : 'Electionics Arts', value : { symbol :=', value :90.670492}, variation : { symbol :>= , value :98.770104}, date : 15.3.2018}
{ id : 521, company : 'AOL', value : { symbol :>', value :71.337016}, variation : { symbol := , value :1.275674}, date : 2.2.2004}
{ id : 522, company : 'Yahoo', value : { symbol :=', value :97.790460}, variation : { symbol :<= , value :39.155248}, date : 25.6.2049}
{ id : 523, company : 'LG', value : { symbol :>', value :98.883023}, variation : { symbol :> , value :21.320231}, date : 11.10.2045}
{ id : 524, company : 'Zara', value : { symbol :=', value :17.514573}, variation : { symbol :<= , value :58.143864}, date : 16.4.2022}
{ id : 525, company : 'Sharp', value : { symbol :>=', value :80.578021}, variation : { symbol := , value :90.749840}, date : 15.12.2046}
{ id : 526, company : 'Zara', value : { symbol :<=', value :56.331065}, variation : { symbol :> , value :7.794427}, date : 30.4.2040}
{ id : 527, company : 'Cosmote', value : { symbol :>', value :99.368267}, variation : { symbol := , value :49.800104}, date : 30.11.2049}
{ id : 528, company : 'SAP', value : { symbol :=', value :83.013398}, variation : { symbol :<= , value :0.906400}, date : 11.2.2022}
{ id : 529, company : 'Ferrari', value : { symbol :<=', value :19.251076}, variation : { symbol := , value :68.211921}, date : 18.6.2042}
{ id : 530, company : 'Acer', value : { symbol :<=', value :66.154973}, variation : { symbol :> , value :48.530534}, date : 14.11.2017}
{ id : 531, company : 'Orange', value : { symbol :>', value :22.785119}, variation : { symbol :<= , value :82.714316}, date : 10.2.2022}
{ id : 532, company : 'VW', value : { symbol :>=', value :11.645863}, variation : { symbol :> , value :97.445601}, date : 5.9.2005}
{ id : 533, company : 'Cosmote', value : { symbol :>=', value :48.576312}, variation : { symbol := , value :34.525590}, date : 22.5.2042}
{ id : 534, company : 'Ubisoft', value : { symbol :=', value :0.186163}, variation : { symbol :<= , value :67.680898}, date : 1.7.2004}
{ id : 535, company : 'SwissArmy', value : { symbol :<=', value :28.782006}, variation : { symbol :<= , value :6.857509}, date : 26.12.2025}
{ id : 536, company : 'Acer', value : { symbol :>', value :24.777978}, variation : { symbol :>= , value :90.014344}, date : 7.4.2030}
{ id : 537, company : 'Cosmote', value : { symbol :>', value :26.621296}, variation : { symbol :>= , value :62.416456}, date : 12.8.2015}
{ id : 538, company : 'Mercedes', value : { symbol :<=', value :28.226569}, variation : { symbol := , value :43.449202}, date : 20.11.2045}
{ id : 539, company : 'AOL', value : { symbol :=', value :73.873104}, variation : { symbol := , value :80.898465}, date : 1.9.2037}
{ id : 540, company : 'Electionics Arts', value : { symbol :>', value :40.644551}, variation : { symbol :>= , value :92.748802}, date : 2.3.2024}
{ id : 541, company : 'Cosmote', value : { symbol :<=', value :8.349864}, variation : { symbol := , value :96.490371}, date : 10.8.2000}
{ id : 542, company : 'SAP', value : { symbol :>=', value :16.946928}, variation : { symbol := , value :25.907163}, date : 10.4.2001}
{ id : 543, company : 'Orange', value : { symbol :>', value :11.447493}, variation : { symbol :> , value :35.374004}, date : 24.4.2008}
{ id : 544, company : 'Telekom', value : { symbol :>=', value :74.361400}, variation : { symbol := , value :91.665395}, date : 11.3.2036}
{ id : 545, company : 'Nvidia', value : { symbol :>', value :45.594653}, variation : { symbol :<= , value :53.227332}, date : 8.12.2009}
{ id : 546, company : 'HP', value : { symbol :<=', value :29.902036}, variation : { symbol :<= , value :37.000641}, date : 10.9.2008}
{ id : 547, company : 'SwissArmy', value : { symbol :>', value :91.784417}, variation : { symbol :<= , value :72.710349}, date : 27.2.2008}
{ id : 548, company : 'Zara', value : { symbol :>', value :37.910092}, variation : { symbol :> , value :44.642476}, date : 27.12.2035}
{ id : 549, company : 'Zara', value : { symbol :>', value :87.057100}, variation : { symbol :>= , value :20.978423}, date : 5.6.2020}
{ id : 550, company : 'SwissArmy', value : { symbol :>', value :27.512436}, variation : { symbol := , value :70.558794}, date : 1.7.2020}
{ id : 551, company : 'HP', value : { symbol :=', value :62.016663}, variation : { symbol :>= , value :67.189550}, date : 11.2.2027}
{ id : 552, company : 'SwissArmy', value : { symbol :=', value :40.156255}, variation : { symbol :> , value :81.450850}, date : 18.1.2011}
{ id : 553, company : 'Yahoo', value : { symbol :>', value :78.319651}, variation : { symbol :>= , value :59.978027}, date : 7.6.2035}
{ id : 554, company : 'Allview', value : { symbol :>', value :67.082736}, variation : { symbol := , value :92.272713}, date : 31.10.2009}
{ id : 555, company : 'SwissArmy', value : { symbol :>=', value :66.170232}, variation : { symbol :> , value :64.983062}, date : 15.9.2027}
{ id : 556, company : 'Electionics Arts', value : { symbol :>', value :86.840419}, variation : { symbol :<= , value :3.714103}, date : 19.6.2023}
{ id : 557, company : 'Intel', value : { symbol :=', value :61.833552}, variation : { symbol :<= , value :2.325510}, date : 21.2.2024}
{ id : 558, company : 'Zeiss', value : { symbol :>', value :2.783288}, variation : { symbol :<= , value :39.716788}, date : 27.5.2023}
{ id : 559, company : 'Siemens', value : { symbol :=', value :45.133824}, variation : { symbol :>= , value :84.133427}, date : 18.10.2038}
{ id : 560, company : 'AMD', value : { symbol :<=', value :80.571917}, variation : { symbol := , value :84.954375}, date : 8.9.2000}
{ id : 561, company : 'Nvidia', value : { symbol :>=', value :76.940214}, variation : { symbol := , value :52.006592}, date : 31.11.2029}
{ id : 562, company : 'LG', value : { symbol :<=', value :85.665456}, variation : { symbol :> , value :22.345653}, date : 18.4.2025}
{ id : 563, company : 'Mercedes', value : { symbol :=', value :36.677145}, variation : { symbol :>= , value :14.554277}, date : 5.2.2011}
{ id : 564, company : 'Mercedes', value : { symbol :>=', value :20.834986}, variation : { symbol := , value :70.552690}, date : 29.8.2045}
{ id : 565, company : 'Yahoo', value : { symbol :<=', value :59.837642}, variation : { symbol :<= , value :84.871975}, date : 23.11.2010}
{ id : 566, company : 'Allview', value : { symbol :>', value :63.652455}, variation : { symbol :> , value :21.475875}, date : 2.4.2000}
{ id : 567, company : 'Nvidia', value : { symbol :=', value :75.447859}, variation : { symbol := , value :18.042543}, date : 30.5.2019}
{ id : 568, company : 'AMD', value : { symbol :<=', value :3.994873}, variation : { symbol :>= , value :77.767266}, date : 7.7.2026}
{ id : 569, company : 'Telekom', value : { symbol :<=', value :43.607898}, variation : { symbol :> , value :48.649556}, date : 21.6.2001}
{ id : 570, company : 'Sharp', value : { symbol :>', value :81.548509}, variation : { symbol :<= , value :90.310373}, date : 16.9.2005}
{ id : 571, company : 'Sharp', value : { symbol :<=', value :92.962432}, variation : { symbol :>= , value :28.263192}, date : 23.2.2003}
]

---Subscriptions---

[
{ id : 572, (variantion : { symbol : '<=',value : 95.736564},}
{ id : 573, (value : { value : 56.587420,symbol : '<='}, (variantion : { symbol : '<=',value : 95.898312},}
{ id : 574,  comapny : '<', AMD', (value : { value : 69.234291,symbol : '>='}, (variantion : { symbol : '<=',value : 50.877407},}
{ id : 575, (value : { value : 65.163121,symbol : '<='}, (variantion : { symbol : '>=',value : 17.609180},}
{ id : 576, (variantion : { symbol : '>',value : 45.780816},}
{ id : 577, (value : { value : 16.373180,symbol : '='}, }
{ id : 578,  comapny : '<', AOL', (value : { value : 45.570238,symbol : '<='}, }
{ id : 579, (value : { value : 76.577044,symbol : '<='}, (variantion : { symbol : '=',value : 98.669393},}
{ id : 580, (value : { value : 80.535295,symbol : '>='}, (variantion : { symbol : '>',value : 68.617817},}
{ id : 581, (value : { value : 62.941374,symbol : '>='}, }
{ id : 582, (variantion : { symbol : '<=',value : 27.610096},}
{ id : 583,  comapny : '<', Mercedes', (variantion : { symbol : '<=',value : 14.435255},}
{ id : 584,  comapny : '<', Ubisoft', (variantion : { symbol : '>',value : 10.943937},}
{ id : 585,  comapny : '<', Asus', (value : { value : 73.421430,symbol : '<='}, (variantion : { symbol : '=',value : 22.699667},}
{ id : 586, (value : { value : 86.266671,symbol : '>'}, }
{ id : 587, (value : { value : 20.975372,symbol : '='}, (variantion : { symbol : '=',value : 83.483383},}
{ id : 588, (variantion : { symbol : '=',value : 25.379192},}
{ id : 589,  comapny : '<', VW', (value : { value : 83.120212,symbol : '>='}, (variantion : { symbol : '<=',value : 89.526048},}
{ id : 590,  comapny : '<', Yahoo', (value : { value : 42.249825,symbol : '>'}, (variantion : { symbol : '>',value : 4.803613},}
{ id : 591,  comapny : '<', Ferrari', (value : { value : 25.428022,symbol : '<='}, }
{ id : 592,  comapny : '<', Ferrari', (value : { value : 17.184973,symbol : '<='}, }
{ id : 593,  comapny : '<', AMD', (value : { value : 77.837458,symbol : '>'}, (variantion : { symbol : '>=',value : 69.325846},}
{ id : 595, (value : { value : 18.851283,symbol : '>='}, }
{ id : 597,  comapny : '<', Cosmote', (variantion : { symbol : '<=',value : 89.938047},}
{ id : 598,  comapny : '<', Zeiss', (value : { value : 94.460891,symbol : '>='}, (variantion : { symbol : '>',value : 97.897275},}
{ id : 599,  comapny : '<', Mercedes', (value : { value : 46.043275,symbol : '<='}, (variantion : { symbol : '>',value : 9.616382},}
{ id : 600,  comapny : '<', Facebook', (value : { value : 34.229560,symbol : '>='}, }
{ id : 601, (value : { value : 58.421583,symbol : '>'}, }
{ id : 602,  comapny : '<', Blizzard', }
{ id : 603, (variantion : { symbol : '>',value : 62.184515},}
